,date,type,value
618,2012-07-19,Accessory Dwelling Unit,130.93698630136987
619,2012-07-20,Accessory Dwelling Unit,130.93698630136987
620,2012-07-23,Accessory Dwelling Unit,130.93698630136987
621,2012-07-24,Accessory Dwelling Unit,130.93698630136987
622,2012-07-25,Accessory Dwelling Unit,130.93698630136987
623,2012-07-26,Accessory Dwelling Unit,130.93698630136987
624,2012-07-27,Accessory Dwelling Unit,130.93698630136987
625,2012-07-30,Accessory Dwelling Unit,130.93698630136987
626,2012-07-31,Accessory Dwelling Unit,130.93698630136987
627,2012-08-01,Accessory Dwelling Unit,130.93698630136987
628,2012-08-02,Accessory Dwelling Unit,128.186301369863
629,2012-08-03,Accessory Dwelling Unit,128.186301369863
630,2012-08-07,Accessory Dwelling Unit,128.186301369863
631,2012-08-08,Accessory Dwelling Unit,128.186301369863
632,2012-08-09,Accessory Dwelling Unit,128.186301369863
633,2012-08-10,Accessory Dwelling Unit,128.186301369863
634,2012-08-13,Accessory Dwelling Unit,130.2958904109589
635,2012-08-14,Accessory Dwelling Unit,131.52876712328768
636,2012-08-15,Accessory Dwelling Unit,130.7068493150685
637,2012-08-16,Accessory Dwelling Unit,132.76164383561644
638,2012-08-17,Accessory Dwelling Unit,133.76986301369863
639,2012-08-20,Accessory Dwelling Unit,133.76986301369863
640,2012-08-21,Accessory Dwelling Unit,133.76986301369863
641,2012-08-22,Accessory Dwelling Unit,135.96164383561643
642,2012-08-23,Accessory Dwelling Unit,135.7890410958904
643,2012-08-24,Accessory Dwelling Unit,137.66027397260274
644,2012-08-27,Accessory Dwelling Unit,139.413698630137
645,2012-08-28,Accessory Dwelling Unit,139.413698630137
646,2012-08-29,Accessory Dwelling Unit,139.413698630137
647,2012-08-30,Accessory Dwelling Unit,139.413698630137
648,2012-08-31,Accessory Dwelling Unit,135.9945205479452
649,2012-09-04,Accessory Dwelling Unit,135.9945205479452
650,2012-09-05,Accessory Dwelling Unit,135.9945205479452
651,2012-09-06,Accessory Dwelling Unit,135.9945205479452
652,2012-09-07,Accessory Dwelling Unit,135.9945205479452
653,2012-09-10,Accessory Dwelling Unit,138.5041095890411
654,2012-09-11,Accessory Dwelling Unit,138.5041095890411
655,2012-09-12,Accessory Dwelling Unit,138.5041095890411
656,2012-09-13,Accessory Dwelling Unit,136.84931506849315
657,2012-09-14,Accessory Dwelling Unit,136.84931506849315
658,2012-09-17,Accessory Dwelling Unit,136.84931506849315
659,2012-09-18,Accessory Dwelling Unit,134.65753424657535
660,2012-09-19,Accessory Dwelling Unit,134.65753424657535
661,2012-09-20,Accessory Dwelling Unit,134.65753424657535
662,2012-09-21,Accessory Dwelling Unit,134.65753424657535
663,2012-09-24,Accessory Dwelling Unit,134.65753424657535
664,2012-09-25,Accessory Dwelling Unit,141.16712328767125
665,2012-09-26,Accessory Dwelling Unit,143.34246575342465
666,2012-09-27,Accessory Dwelling Unit,146.58904109589042
667,2012-09-28,Accessory Dwelling Unit,146.58904109589042
668,2012-10-01,Accessory Dwelling Unit,146.58904109589042
669,2012-10-02,Accessory Dwelling Unit,150.64383561643837
670,2012-10-03,Accessory Dwelling Unit,150.64383561643837
671,2012-10-04,Accessory Dwelling Unit,150.64383561643837
672,2012-10-05,Accessory Dwelling Unit,152.18356164383562
673,2012-10-08,Accessory Dwelling Unit,153.80547945205478
674,2012-10-09,Accessory Dwelling Unit,157.813698630137
675,2012-10-10,Accessory Dwelling Unit,159.03287671232877
676,2012-10-11,Accessory Dwelling Unit,160.52328767123288
677,2012-10-12,Accessory Dwelling Unit,160.52328767123288
678,2012-10-15,Accessory Dwelling Unit,160.52328767123288
679,2012-10-16,Accessory Dwelling Unit,161.8082191780822
680,2012-10-17,Accessory Dwelling Unit,160.32876712328766
681,2012-10-18,Accessory Dwelling Unit,160.32876712328766
682,2012-10-19,Accessory Dwelling Unit,160.32876712328766
683,2012-10-23,Accessory Dwelling Unit,160.32876712328766
684,2012-10-24,Accessory Dwelling Unit,160.32876712328766
685,2012-10-25,Accessory Dwelling Unit,160.32876712328766
